SKU,post_status,post_title,post_content ,post_excerpt,category,regular_price,visibility,featured_image
LGB,publish,Leather Gloves #13527,"Price: $1.00, Case  qty: 120, UPC: 643117135274<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $1.00,small tools & hardware->gloves,1.00,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
LGBY,publish,Safe Fit Glove Poly #61012,"Price: $0.55, Case  qty: 24, UPC: 643117610122<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.55,small tools & hardware->gloves,0.55,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
LGC,publish,Nitrile Coated Gloves #13122,"Price: $0.45, Case  qty: 72, UPC: 643117131221<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.45,small tools & hardware->gloves,0.45,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
LGV,publish,6pc Vinyl Disposable Gloves #296104,"Price: $0.50, Case  qty: 300, UPC: 643117296104<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.50,small tools & hardware->gloves,0.50,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
LNP5,publish,"5"" Mini Longnose Pliers #29613","Price: $0.55, Case  qty: 72, UPC: 643117296135<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.55,small tools & hardware,0.55,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
LNP6,publish,"Long Nose Pliers 6"" #29553-4","Price: $0.75, Case  qty: 48, UPC: 643117295534<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.75,small tools & hardware,0.75,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
LP6,publish,"Lineman Pliers 6"" #29556-5","Price: $0.75, Case  qty: 48, UPC: 643117295565<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.75,small tools & hardware,0.75,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
LUK,publish,Lock Back Utiltiy Knife #13500-7,"Price: $2.00, Case  qty: 72, UPC: 643117135007<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $2.00,home & auto tools->knives,2.00,visible,http://truforge.co/wp-content/uploads/2016/02/13500.jpg
LW14,publish,"Lug Wrench 4-Way 14"" #62595-9","Price: $2.50, Case  qty: 20, UPC: 643117625959<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $2.50,home & auto tools->auto,2.50,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
M18,publish,"Machete 18"" #10992","Price: $2.00, Case  qty: 24, UPC: 643117109923<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $2.00,home & auto tools->home,2.00,visible,http://truforge.co/wp-content/uploads/2016/02/10992.jpg
M22,publish,"Sugarcane Knife 22"" #10994","Price: $2.50, Case  qty: 24, UPC: 643117109947<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $2.50,home & auto tools->home,2.50,visible,http://truforge.co/wp-content/uploads/2016/02/10994.jpg
M23,publish,Super Machetes #29535,"Price: $2.50, Case  qty: 24, UPC: 643117295350<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $2.50,home & auto tools->home,2.50,visible,http://truforge.co/wp-content/uploads/2016/02/29535.jpg
M7,publish,Manicure Set 7pc #10012C,"Price: $0.65, Case  qty: 48, UPC: 643117100128<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.65,general merchandise,0.65,visible,http://truforge.co/wp-content/uploads/2016/02/10012.jpg
MAC,publish,Mini Air Compressor #12004-1,"Price: $5.00, Case  qty: 20, UPC: 643117120041<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $5.00,home & auto tools->auto,5.00,visible,http://truforge.co/wp-content/uploads/2016/02/12004.jpg
MG4,publish,"Magnifying Glass 4"" #11036-3","Price: $0.60, Case  qty: 48, UPC: 643117110363<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.60,small tools & hardware,0.60,visible,http://truforge.co/wp-content/uploads/2016/02/11036.jpg
MG5,publish,5pc Pocket S/D W/Magnifier #76101 M,"Price: $0.50, Case  qty: 192, UPC: 643117761015<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.50,small tools & hardware->screw driver,0.50,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
MH6,publish,"6pk Red ""S"" Hook #29840 -Wbw","Price: $0.50, Case  qty: 36, UPC: 643117298405<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.50,small tools & hardware->hooks,0.50,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
MHK,publish,2pc Magnetic Hide A Key #29562,"Price: $0.45, Case  qty: 72, UPC: 643117295626<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.45,small tools & hardware,0.45,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
MHV,publish,Mini Table Vice #29520,"Price: $2.25, Case  qty: 72, UPC: 643117295206<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $2.25,home & auto tools->home,2.25,visible,http://truforge.co/wp-content/uploads/2016/02/29520.jpg
MLC,publish,Mesh Wall Patch #50124,"Price: $0.55, Case  qty: 144, UPC: 643117501246<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.55,small tools & hardware,0.55,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
MLF,publish,Mini LED Flashlight #25237-7,"Price: $0.50, Case  qty: 48, UPC: 643117252377<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.50,flashlights,0.50,visible,http://truforge.co/wp-content/uploads/2016/02/25237.jpg
MM3PC,publish,PVA Clean Foam #01920,"Price: $0.65, Case  qty: 24, UPC: <br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.65,auto accessories,0.65,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
MPH13,publish,M/P Hatchet W/Fiberglass Handle 13',"Price: $2.00, Case  qty: 24, UPC: <br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $2.00,home & auto tools->home,2.00,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
MPK,publish,Mini Pocket Knife #13350-8,"Price: $0.68, Case  qty: 48, UPC: 643117133508<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.68,small tools & hardware->knives,0.68,visible,http://truforge.co/wp-content/uploads/2016/02/13350.jpg
MPL,publish,LED Push Light # 38889,"Price: $0.50, Case  qty: 72, UPC: 643117388892<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.50,flashlights,0.50,visible,http://truforge.co/wp-content/uploads/2016/02/38889.jpg
MS712,publish,"7 1/2"" Metal Shear #28045","Price: $0.58, Case  qty: 48, UPC: 643117280455<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.58,small tools & hardware,0.58,visible,http://truforge.co/wp-content/uploads/2016/02/28045.jpg
MSC,publish,Wheeled Multi-Purpose Cart #26002,"Price: $2.00, Case  qty: 12, UPC: 643117260020<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $2.00,general merchandise,2.00,visible,http://truforge.co/wp-content/uploads/2016/02/26002.jpg
MT1,publish,Magnet Tape #30130,"Price: $2.00, Case  qty: 48, UPC: 643117301303<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $2.00,small tools & hardware,2.00,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
MT100,publish,Measuring Tape 100Ft #13071,"Price: $3.00, Case  qty: 24, UPC: 643117130712<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $3.00,home & auto tools->home,3.00,visible,http://truforge.co/wp-content/uploads/2016/02/13071.jpg
MWB3,publish,Mini Wire Brush 3pc #13260,"Price: $0.50, Case  qty: 120, UPC: 643117132600<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.50,small tools & hardware->brush/paniting,0.50,visible,http://truforge.co/wp-content/uploads/2016/02/13260.jpg
MWB3B,publish,3pc Wire Brush Set #13261,"Price: $0.75, Case  qty: 24, UPC: 643117132617<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.75,small tools & hardware->brush/paniting,0.75,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
N126,publish,126pcs Assorted Nails #26309-0,"Price: $0.50, Case  qty: 48, UPC: 643117263090<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.50,small tools & hardware,0.50,visible,http://truforge.co/wp-content/uploads/2016/02/26309.jpg
NB55,publish,55pc Assorted Nut/Bolts # 26305-2,"Price: $0.50, Case  qty: 48, UPC: 643117263052<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.50,small tools & hardware,0.50,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
NF10,publish,10pc Needle File Set #59001,"Price: $1.25, Case  qty: 288, UPC: 643117590011<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $1.25,small tools & hardware,1.25,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
NF6,publish,10pc Needle File Set #59004 Hg,"Price: $1.50, Case  qty: 144, UPC: 643117590042<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $1.50,small tools & hardware,1.50,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
OS3,publish,Offset Screwdriver 3pc #10824,"Price: $0.50, Case  qty: 24, UPC: 643117108247<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.50,small tools & hardware->screw driver,0.50,visible,http://truforge.co/wp-content/uploads/2016/02/10824.jpg
P4065,publish,Pick Mattock 5Lb P(406) #13416,"Price: $6.00, Case  qty: 6, UPC: 643117134161<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $6.00,home & auto tools->home,6.00,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
P4075,publish,Cutter Mattock 5Lb P(407) #13416,"Price: $6.00, Case  qty: 6, UPC: 643117134161<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $6.00,home & auto tools->home,6.00,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
P5,publish,Pedicure Set 5pc #10023-4,"Price: $0.55, Case  qty: 48, UPC: 643117100234<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.55,general merchandise,0.55,visible,http://truforge.co/wp-content/uploads/2016/02/10023.jpg
PAT,publish,Paint Trim Cup #70523,"Price: $0.48, Case  qty: 36, UPC: 643117705231<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.48,small tools & hardware->brush/paniting,0.48,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
PB2,publish,2pc Paint Brush #04052,"Price: $0.50, Case  qty: 72, UPC: <br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.50,small tools & hardware->brush/paniting,0.50,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
PB3,publish,Paint Brush 3pc/Set #04055,"Price: $0.50, Case  qty: 48, UPC: <br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.50,small tools & hardware->brush/paniting,0.50,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
PB4W,publish,"Paint Brush Wide 4"" #10710","Price: $0.48, Case  qty: 48, UPC: 643117107103<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.48,small tools & hardware->brush/paniting,0.48,visible,http://truforge.co/wp-content/uploads/2016/02/10710.jpg
PB5,publish,Paint Brush 5pc/Set #10043,"Price: $0.75, Case  qty: 60, UPC: 643117100432<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.75,small tools & hardware->brush/paniting,0.75,visible,http://truforge.co/wp-content/uploads/2016/02/10043.jpg
PE2,publish,Air Power Extension Bar 2pc #72711,"Price: $0.55, Case  qty: 240, UPC: 643117727110<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.55,small tools & hardware,0.55,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
PF10,publish,"Plastic Funnel 10"" #30927","Price: $1.50, Case  qty: 12, UPC: 643117309279<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $1.50,home & auto tools->auto,1.50,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
PF4,publish,Plastic Funnel 4pc #10680,"Price: $0.55, Case  qty: 48, UPC: 643117106809<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.55,small tools & hardware,0.55,visible,http://truforge.co/wp-content/uploads/2016/02/10680.jpg
PFCS,publish,Platform Cart Small  #13161,"Price: $19.00, Case  qty: 1, UPC: 643117131610<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $19.00,home & auto tools->home,19.00,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
PHK72,publish,72pcs Picture Hanging Kit #26121-8,"Price: $0.55, Case  qty: 48, UPC: 643117261218<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.55,small tools & hardware,0.55,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
PK1020S,publish,10pc Garden Peg Set #71021,"Price: $0.65, Case  qty: 72, UPC: 643117710211<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.65,small tools & hardware->hooks,0.65,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
PK816S,publish,3pc Plastic Putty Knife Set #52152,"Price: $0.55, Case  qty: 24, UPC: 643117521527<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.55,small tools & hardware->knives,0.55,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
PK816T,publish,Oil Basin #70904,"Price: $0.75, Case  qty: 36, UPC: 643117709048<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.75,auto accessories,0.75,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
PLL,publish,Large Pad Lock #30918,"Price: $0.50, Case  qty: 96, UPC: 643117309187<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.50,small tools & hardware,0.50,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
PLM,publish,Medium Pad Lock #30919,"Price: $0.45, Case  qty: 96, UPC: 643117309194<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.45,small tools & hardware,0.45,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
PLS1,publish,Small Pad Lock #30920,"Price: $0.50, Case  qty: 96, UPC: 643117309200<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.50,small tools & hardware,0.50,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
PPP,publish,Magnetic Clips #61060,"Price: $0.55, Case  qty: 144, UPC: 643117610603<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.55,small tools & hardware->hooks,0.55,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
PR,publish,Poly Rope With Racking #10596-3,"Price: $0.55, Case  qty: 48, UPC: 643117105963<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.55,small tools & hardware,0.55,visible,http://truforge.co/wp-content/uploads/2016/02/10596.jpg
PR100,publish,"Poly Rope 3/8""X100' #28952","Price: $2.50, Case  qty: 12, UPC: 643117289526<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $2.50,home & auto tools->home,2.50,visible,http://truforge.co/wp-content/uploads/2016/02/28952.jpg
PR50,publish,"1/4""X50' Poly Rope #13197-9","Price: $0.50, Case  qty: 60, UPC: 643117131979<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.50,small tools & hardware,0.50,visible,http://truforge.co/wp-content/uploads/2016/02/13197.jpg
PR5038,publish,"3/8""X50' Poly Rope #25936-1","Price: $1.75, Case  qty: 24, UPC: 643117259369<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $1.75,home & auto tools->home,1.75,visible,http://truforge.co/wp-content/uploads/2016/02/25936.jpg
PR9C,publish,9 Inch Roller Cover #28060-8,"Price: $0.48, Case  qty: 24, UPC: 643117280608<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.48,small tools & hardware->brush/paniting,0.48,visible,http://truforge.co/wp-content/uploads/2016/02/28060.jpg
PR9HD,publish,"Paint Roller 9"" HD # 28057","Price: $0.60, Case  qty: 24, UPC: 643117280578<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.60,small tools & hardware->brush/paniting,0.60,visible,http://truforge.co/wp-content/uploads/2016/02/28057.jpg
PRF,publish,Mini Foam Paint Roller Kit #25680-1,"Price: $0.48, Case  qty: 48, UPC: 643117256801<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.48,small tools & hardware->brush/paniting,0.48,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
PS12,publish,11pc Precision Screwdriver Set,"Price: $0.60, Case  qty: 72, UPC: <br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.60,small tools & hardware->screw driver,0.60,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
PS7,publish,Gardener's Bypass Prunning Shears,"Price: $0.60, Case  qty: 48, UPC: <br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.60,small tools & hardware,0.60,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
PS9,publish,Pedicure & Slipper Set 9pc #10938-1,"Price: $0.65, Case  qty: 36, UPC: 643117109381<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.65,small tools & hardware,0.65,visible,http://truforge.co/wp-content/uploads/2016/02/10938.jpg
PSC2,publish,"Plastic Spring Clamp 2""","Price: $0.25, Case  qty: 600, UPC: <br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.25,small tools & hardware->hooks,0.25,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
PT5,publish,5 In 1 Putty Knife # 26303-8,"Price: $0.55, Case  qty: 96, UPC: 643117263038<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.55,small tools & hardware->brush/paniting,0.55,visible,http://truforge.co/wp-content/uploads/2016/02/26303.jpg
PTB,publish,Plastic Tray #28032,"Price: $0.65, Case  qty: 24, UPC: 643117280325<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.65,small tools & hardware->brush/paniting,0.65,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
PUT5,publish,Magnetic Pick Up Tool #10045,"Price: $0.58, Case  qty: 288, UPC: 643117100456<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.58,small tools & hardware,0.58,visible,http://truforge.co/wp-content/uploads/2016/02/10045.jpg
RFH,publish,6pc Hose Clamp Set #29513,"Price: $0.58, Case  qty: 24, UPC: 643117295138<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.58,small tools & hardware,0.58,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
RMFG16,publish,Rubber Mallet F/G 16Oz #10275-7,"Price: $1.45, Case  qty: 24, UPC: 643117102757<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $1.45,home & auto tools->home,1.45,visible,http://truforge.co/wp-content/uploads/2016/02/10275.jpg
RMFG24,publish,Rubber Mallet F/G Handle 24Oz #10278,"Price: $1.85, Case  qty: 24, UPC: 643117102788<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $1.85,home & auto tools->home,1.85,visible,http://truforge.co/wp-content/uploads/2016/02/10278.jpg
RMFG32,publish,Rubber Mallet 32Oz F/G #10281,"Price: $2.50, Case  qty: 20, UPC: 643117102818<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $2.50,home & auto tools->home,2.50,visible,http://truforge.co/wp-content/uploads/2016/02/10281.jpg
RMFG8,publish,Rubber Mallet F/G 8-Oz #11013-4,"Price: $0.75, Case  qty: 24, UPC: 643117110134<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.75,small tools & hardware,0.75,visible,http://truforge.co/wp-content/uploads/2016/02/11013.jpg
RPT,publish,Pick Up & Reaching Tools #13185-6,"Price: $2.00, Case  qty: 24, UPC: 643117131856<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $2.00,home & auto tools->home,2.00,visible,http://truforge.co/wp-content/uploads/2016/02/13185.jpg
RS2,publish,Auto Bug Scrubber Sponge #28074,"Price: $0.48, Case  qty: 36, UPC: 643117280745<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.48,auto accessories,0.48,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
RSSD,publish,"Round Shovel, D Type F/G #13440-6","Price: $5.00, Case  qty: 6, UPC: 643117134406<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $5.00,home & auto tools->home,5.00,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
RTC,publish,Rooftop Carrier #13422-2,"Price: $12.00, Case  qty: 8, UPC: 643117134222<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $12.00,home & auto tools->auto,12.00,visible,http://truforge.co/wp-content/uploads/2016/02/13422.jpg
RTD227,publish,"Ratchet Tie Down 2""X27' #10016","Price: $8.00, Case  qty: 6, UPC: 643117100166<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $8.00,home & auto tools->auto,8.00,visible,http://truforge.co/wp-content/uploads/2016/02/10016.jpg
RTD236,publish,"Ratchet Tie Down 2""X27"" 1/6 H.D  M","Price: $8.00, Case  qty: 6, UPC: 643117227160<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $8.00,home & auto tools->auto,8.00,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
RTD324,publish,Ratchet Tie Down 2X27 Flat Hook,"Price: $8.00, Case  qty: 6, UPC: <br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $8.00,home & auto tools->auto,8.00,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
RWS,publish,Anti-Slip Strip #25242,"Price: $0.50, Case  qty: 100, UPC: 643117252421<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.50,small tools & hardware,0.50,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
S1,publish,"Sickle 14"" #10071","Price: $0.50, Case  qty: 120, UPC: 643117100715<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.50,small tools & hardware,0.50,visible,http://truforge.co/wp-content/uploads/2016/01/no-image-available.gif
S112,publish,"Scraper 1 1/2""  #29427","Price: $0.55, Case  qty: 48, UPC: 643117294278<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.55,small tools & hardware->brush/paniting,0.55,visible,http://truforge.co/wp-content/uploads/2016/02/29427.jpg
S2,publish,"Scraper 2"" #29430","Price: $0.59, Case  qty: 48, UPC: 643117294308<br>For more information, always feel free to call us at (323) 585-9688 or visit our showroom at 5415 Maywood Ave, Maywood, CA 90270!",Price: $0.59,small tools & hardware->brush/paniting,0.59,visible,http://truforge.co/wp-content/uploads/2016/02/29430.jpg
